title,year,venue,doi,url,source,query,score
Skill acquisition in transfer of manipulation skills from human to machine through a haptic virtual environment,None,"2002 IEEE International Conference on Industrial Technology, 2002. IEEE ICIT '02.",10.1109/icit.2002.1189918,https://doi.org/10.1109/icit.2002.1189918,crossref,haptic residuals contact detection manipulation,0.400
Skin-inspired flexible tactile sensing devices,None,,10.32657/10356/65970,https://doi.org/10.32657/10356/65970,crossref,unexpected contact robot tactile sensing,0.400
Slip-and-Fall Avoidance Control for Monopod Hopping Robot Using MEMS Local Slip Sensor_supp1-3627647.pdf,None,,10.1109/jsen.2025.3627647/mm3,https://doi.org/10.1109/jsen.2025.3627647/mm3,crossref,slip detection tactile manipulation robot,0.400
Slip-and-Fall Avoidance Control for Monopod Hopping Robot Using MEMS Local Slip Sensor_supp2-3627647.mp4,None,,10.1109/jsen.2025.3627647/mm4,https://doi.org/10.1109/jsen.2025.3627647/mm4,crossref,slip detection tactile manipulation robot,0.400
Slip-and-Fall Avoidance Control for Monopod Hopping Robot Using MEMS Local Slip Sensor_supp3-3627647.mp4,None,,10.1109/jsen.2025.3627647/mm5,https://doi.org/10.1109/jsen.2025.3627647/mm5,crossref,slip detection tactile manipulation robot,0.400
Slip-and-Fall Avoidance Control for Monopod Hopping Robot Using MEMS Local Slip Sensor_supp4-3627647.mp4,None,,10.1109/jsen.2025.3627647/mm1,https://doi.org/10.1109/jsen.2025.3627647/mm1,crossref,slip detection tactile manipulation robot,0.400
Slip-and-Fall Avoidance Control for Monopod Hopping Robot Using MEMS Local Slip Sensor_supp5-3627647.mp4,None,,10.1109/jsen.2025.3627647/mm2,https://doi.org/10.1109/jsen.2025.3627647/mm2,crossref,slip detection tactile manipulation robot,0.400
Spider Web-like Flexible Tactile Sensor for Pressure-Strain Simultaneous Detection,None,,10.1021/acsami.0c21960.s001,https://doi.org/10.1021/acsami.0c21960.s001,crossref,contact event detection tactile robot,0.400
Stable and Responsive Six-Degree-of-Freedom Haptic Manipulation Using Implicit Integration,None,First Joint Eurohaptics Conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems,10.1109/whc.2005.120,https://doi.org/10.1109/whc.2005.120,crossref,haptic residuals contact detection manipulation,0.400
Stretchable Iontronic Tactile Sensing Fabric,None,,10.1021/acsami.4c07887.s001,https://doi.org/10.1021/acsami.4c07887.s001,crossref,unexpected contact robot tactile sensing,0.400
Study of Visuo-Haptic Illusions in Virtual Reality : understanding and Predicting Illusion Detection,None,,10.70675/807334c8z4babz4393z9a4bzf2cdee75971d,https://doi.org/10.70675/807334c8z4babz4393z9a4bzf2cdee75971d,crossref,haptic residuals contact detection manipulation,0.400
Superior Flexible Tactile Sensor with AI-based Unit Microstructure Design for Human and Robot Parameters Monitoring Application_supp1-3564150.doc,None,,10.1109/jsen.2025.3564150/mm1,https://doi.org/10.1109/jsen.2025.3564150/mm1,crossref,proprioception tactile contact anomaly robot,0.400
"Supplemental Information 3: QQ plots of site-sum (left hand side) and detection (right hand side) randomized-quantile residuals against standard normal residuals for the best Poisson, Negative Binomial (NB) and Zero-inflated Poisson (ZIP)
                      <i>N</i>
                      -mixture models fitted to the [i]Croc.",None,,10.7717/peerj.12906/supp-3,https://doi.org/10.7717/peerj.12906/supp-3,crossref,haptic residuals contact detection manipulation,0.400
"TACSEM: Tactile Sensing, 3-D State Estimation and In-Hand Manipulation of a Soft Hand_supp1-3632966.pdf",None,,10.1109/tmech.2025.3632966/mm1,https://doi.org/10.1109/tmech.2025.3632966/mm1,crossref,tactile contact detection robot manipulation,0.400
TIRgel: A Visuo-Tactile Sensor with Total Internal Reflection Mechanism for External Observation and Contact Detection_supp1-3306670.mp4,None,,10.1109/lra.2023.3306670/mm1,https://doi.org/10.1109/lra.2023.3306670/mm1,crossref,proprioception tactile contact anomaly robot,0.400
Table 5: Prediction error precision.,None,,10.7717/peerjcs.1466/table-5,https://doi.org/10.7717/peerjcs.1466/table-5,crossref,tactile prediction error robot control,0.400
Tac-Man: Tactile-Informed Prior-Free Manipulation of Articulated Objects_supp1-3508134.mp4,None,,10.1109/tro.2024.3508134/mm7,https://doi.org/10.1109/tro.2024.3508134/mm7,crossref,tactile contact detection robot manipulation,0.400
Tac-Man: Tactile-Informed Prior-Free Manipulation of Articulated Objects_supp2-3508134.mp4,None,,10.1109/tro.2024.3508134/mm1,https://doi.org/10.1109/tro.2024.3508134/mm1,crossref,tactile contact detection robot manipulation,0.400
Tac-Man: Tactile-Informed Prior-Free Manipulation of Articulated Objects_supp3-3508134.mp4,None,,10.1109/tro.2024.3508134/mm2,https://doi.org/10.1109/tro.2024.3508134/mm2,crossref,tactile contact detection robot manipulation,0.400
Tac-Man: Tactile-Informed Prior-Free Manipulation of Articulated Objects_supp4-3508134.mp4,None,,10.1109/tro.2024.3508134/mm3,https://doi.org/10.1109/tro.2024.3508134/mm3,crossref,tactile contact detection robot manipulation,0.400
Tac-Man: Tactile-Informed Prior-Free Manipulation of Articulated Objects_supp5-3508134.mp4,None,,10.1109/tro.2024.3508134/mm4,https://doi.org/10.1109/tro.2024.3508134/mm4,crossref,tactile contact detection robot manipulation,0.400
Tac-Man: Tactile-Informed Prior-Free Manipulation of Articulated Objects_supp6-3508134.mp4,None,,10.1109/tro.2024.3508134/mm5,https://doi.org/10.1109/tro.2024.3508134/mm5,crossref,tactile contact detection robot manipulation,0.400
Tac-Man: Tactile-Informed Prior-Free Manipulation of Articulated Objects_supp7-3508134.mp4,None,,10.1109/tro.2024.3508134/mm6,https://doi.org/10.1109/tro.2024.3508134/mm6,crossref,tactile contact detection robot manipulation,0.400
Tactile SLAM : Simultaneous Reconstruction And Localization of Objects For Robotic Manipulation,None,,10.70675/5046a3eaz0dfaz41b8za7dfz151a7e3dc054,https://doi.org/10.70675/5046a3eaz0dfaz41b8za7dfz151a7e3dc054,crossref,tactile contact detection robot manipulation,0.400
Tactile Sensing and Rendering Patch with Dynamic and Static Sensing and Haptic Feedback for Immersive Communication,None,,10.1021/acsami.4c11050.s001,https://doi.org/10.1021/acsami.4c11050.s001,crossref,unexpected contact robot tactile sensing,0.400
Tactile Sensing for Grasp Stability and Adaptation,None,,10.70675/70477032z50fbz43c9z96daz27535dacb622,https://doi.org/10.70675/70477032z50fbz43c9z96daz27535dacb622,crossref,unexpected contact robot tactile sensing,0.400
Tactile Sensing for Robotic Manipulation,None,Lecture Notes in Control and Information Sciences,10.1007/3-540-45000-9_4,https://doi.org/10.1007/3-540-45000-9_4,crossref,tactile contact detection robot manipulation,0.400
Tactile features of human finger contact motor primitives_supp1-3332402.mp4,None,,10.1109/toh.2023.3332402/mm6,https://doi.org/10.1109/toh.2023.3332402/mm6,crossref,tactile contact detection robot manipulation,0.400
Tactile features of human finger contact motor primitives_supp2-3332402.mp4,None,,10.1109/toh.2023.3332402/mm1,https://doi.org/10.1109/toh.2023.3332402/mm1,crossref,tactile contact detection robot manipulation,0.400
Tactile features of human finger contact motor primitives_supp3-3332402.mp4,None,,10.1109/toh.2023.3332402/mm2,https://doi.org/10.1109/toh.2023.3332402/mm2,crossref,tactile contact detection robot manipulation,0.400
Tactile features of human finger contact motor primitives_supp4-3332402.mp4,None,,10.1109/toh.2023.3332402/mm3,https://doi.org/10.1109/toh.2023.3332402/mm3,crossref,tactile contact detection robot manipulation,0.400
Tactile features of human finger contact motor primitives_supp5-3332402.pdf,None,,10.1109/toh.2023.3332402/mm4,https://doi.org/10.1109/toh.2023.3332402/mm4,crossref,tactile contact detection robot manipulation,0.400
Tactile features of human finger contact motor primitives_supp6-3332402.mp4,None,,10.1109/toh.2023.3332402/mm5,https://doi.org/10.1109/toh.2023.3332402/mm5,crossref,tactile contact detection robot manipulation,0.400
Tactile interfaces and postural control,None,,10.70675/a3ee493fzebcbz4337z905ez7cf38fbd4a02,https://doi.org/10.70675/a3ee493fzebcbz4337z905ez7cf38fbd4a02,crossref,tactile prediction error robot control,0.400
Tactile tribology- investigation of tactile graphics and perception characterization using event-related potentials,None,,10.31274/etd-20210609-160,https://doi.org/10.31274/etd-20210609-160,crossref,contact event detection tactile robot,0.400
Tactile-Driven Dexterous In-Hand Writing via Extrinsic Contact Sensing_supp1-3589168.mp4,None,,10.1109/lra.2025.3589168/mm3,https://doi.org/10.1109/lra.2025.3589168/mm3,crossref,tactile contact detection robot manipulation,0.400
Tactile-Driven Dexterous In-Hand Writing via Extrinsic Contact Sensing_supp2-3589168.mp4,None,,10.1109/lra.2025.3589168/mm2,https://doi.org/10.1109/lra.2025.3589168/mm2,crossref,tactile contact detection robot manipulation,0.400
Tactile-Driven Dexterous In-Hand Writing via Extrinsic Contact Sensing_supp3-3589168.mp4,None,,10.1109/lra.2025.3589168/mm1,https://doi.org/10.1109/lra.2025.3589168/mm1,crossref,tactile contact detection robot manipulation,0.400
TactileAloha: Learning Bimanual Manipulation with Tactile Sensing_supp1-3585396.mp4,None,,10.1109/lra.2025.3585396/mm1,https://doi.org/10.1109/lra.2025.3585396/mm1,crossref,tactile contact detection robot manipulation,0.400
Temperature-Dependent Dynamic Friction of a Single Human Corneocyte at Nanoscale Contact: An Analytical Approach and Direct Measurement Using Lateral Force Microscopy for Haptic Design Insight,None,,10.1021/acs.langmuir.5c03556.s001,https://doi.org/10.1021/acs.langmuir.5c03556.s001,crossref,haptic residuals contact detection manipulation,0.400
The efficacy of a single maintained contact drop piece manipulation technique in the treatment of sacroiliac syndrome,None,,10.51415/10321/337,https://doi.org/10.51415/10321/337,crossref,haptic residuals contact detection manipulation,0.400
They See Me Rolling: High-Speed Event Vision-Based Tactile Roller Sensor for Large Surface Inspection_supp1-3672333.mp4,None,,10.1109/tro.2026.3672333/mm1,https://doi.org/10.1109/tro.2026.3672333/mm1,crossref,contact event detection tactile robot,0.400
Towards Out-of-Distribution Generalization for Image Manipulation Detection,None,,10.70675/ef72a576z3ff7z4702z80b4zc2b94ed8a046,https://doi.org/10.70675/ef72a576z3ff7z4702z80b4zc2b94ed8a046,crossref,haptic residuals contact detection manipulation,0.400
Towards intuitive and safe physical human-robot collaboration: an uninstrumented touchpad interface powered by intrinsic robot tactile sensing_supp1-3695745.mp4,None,,10.1109/tcds.2026.3695745/mm3,https://doi.org/10.1109/tcds.2026.3695745/mm3,crossref,tactile contact detection robot manipulation,0.400
Towards intuitive and safe physical human-robot collaboration: an uninstrumented touchpad interface powered by intrinsic robot tactile sensing_supp2-3695745.mp4,None,,10.1109/tcds.2026.3695745/mm1,https://doi.org/10.1109/tcds.2026.3695745/mm1,crossref,tactile contact detection robot manipulation,0.400
Towards intuitive and safe physical human-robot collaboration: an uninstrumented touchpad interface powered by intrinsic robot tactile sensing_supp3-3695745.mp4,None,,10.1109/tcds.2026.3695745/mm2,https://doi.org/10.1109/tcds.2026.3695745/mm2,crossref,tactile contact detection robot manipulation,0.400
Tribotronic Transistor Array as an Active Tactile Sensing System,None,,10.1021/acsnano.6b05507.s002,https://doi.org/10.1021/acsnano.6b05507.s002,crossref,unexpected contact robot tactile sensing,0.400
User-centric viewpoint computation for haptic exploration and manipulation,None,"Proceedings Visualization, 2001. VIS '01.",10.1109/visual.2001.964526,https://doi.org/10.1109/visual.2001.964526,crossref,haptic residuals contact detection manipulation,0.400
VIII. Manipulation et entretien des verres de contact,None,Les verres de contact,10.1159/000393939,https://doi.org/10.1159/000393939,crossref,tactile contact detection robot manipulation,0.400
Visual Proprioception and Contact Prediction for Soft Robotic Arms Using Onboard Sensing and Generative Models_supp1-3664615.mp4,None,,10.1109/lra.2026.3664615/mm1,https://doi.org/10.1109/lra.2026.3664615/mm1,crossref,proprioception tactile contact anomaly robot,0.400
Visual-Tactile Learning of Garment Unfolding for Robot-Assisted Dressing_supp1-3296371.mp4,None,,10.1109/lra.2023.3296371/mm1,https://doi.org/10.1109/lra.2023.3296371/mm1,crossref,tactile contact detection robot manipulation,0.400
Visual-Tactile Perception Based Control Strategy for Complex Robot Peg-in-Hole Process via Topological and Geometric Reasoning_supp1-3436334.mp4,None,,10.1109/lra.2024.3436334/mm1,https://doi.org/10.1109/lra.2024.3436334/mm1,crossref,proprioception tactile contact anomaly robot,0.400
error prediction,None,SpringerReference,10.1007/springerreference_13831,https://doi.org/10.1007/springerreference_13831,crossref,tactile prediction error robot control,0.400
manipulation detection,None,SpringerReference,10.1007/springerreference_18423,https://doi.org/10.1007/springerreference_18423,crossref,haptic residuals contact detection manipulation,0.400
manipulation detection code,None,SpringerReference,10.1007/springerreference_18424,https://doi.org/10.1007/springerreference_18424,crossref,haptic residuals contact detection manipulation,0.400
Precise Insert Operation by Tactile Controlled Robot,1974,Industrial Robot: An International Journal,10.1108/eb004732,https://doi.org/10.1108/eb004732,crossref,tactile residual robot model error contact,0.333
Angle-only state estimation of powered spacecraft,1984,"17th Fluid Dynamics, Plasma Dynamics, and Lasers Conference",10.2514/6.1984-1846,https://doi.org/10.2514/6.1984-1846,crossref,tactile state estimation robot contact dynamics,0.333
Dynamics of robotic manipulators with wrist-mounted force-torque sensor: a singular perturbation approach,1991,IEEE Transactions on Robotics and Automation,10.1109/70.105396,https://doi.org/10.1109/70.105396,crossref,force torque tactile residual estimation robot,0.333
